Charge Type,Charge Description,row_count,total_value,Major Category,Subcategory,Method
ALR FREIGHT 7,ALR FREIGHT 7,1,855.64,Line Haul / Base Transportation,General / Mode Not Specified,rule
ALUM CAST 60 2732 21.51,ALUM CAST 60 2732 21.51,1,587.65,Taxes & Customs,GST / HST,tfidf_fallback
ALUMINUM CASTINGS 70 4310 17.00,ALUMINUM CASTINGS 70 4310 17.00,1,732.7,Other / Uncategorized,Unclassified,none
AMS (Automated Manifest System),AMS (Automated Manifest System),1,35.0,Other / Uncategorized,Unclassified,none
AMS Fee,AMS Fee,1,35.0,Other / Uncategorized,Unclassified,none
AOG Handling,AOG Handling,1,225.0,Accessorial / Delivery Surcharge,Additional Handling,tfidf_fallback
APPOINTMENT DELIVERY REQUESTED APPDR,APPOINTMENT DELIVERY REQUESTED APPDR,24,840.0,Accessorial / Delivery Surcharge,Delivery Area Surcharge (DAS),tfidf_fallback
APT APPOINTMENT,APT APPOINTMENT,2,102.5,Other / Uncategorized,Unclassified,none
AS 5000 POUNDS DEFICIT WEIGHT 318 45.57,AS 5000 POUNDS DEFICIT WEIGHT 318 45.57,1,144.91,Line Haul / Base Transportation,General / Mode Not Specified,tfidf_fallback
ASSEMBLED 40X24X28 IT-62070-1 CL70 70 555 35.93,ASSEMBLED 40X24X28 IT-62070-1 CL70 70 555 35.93,1,199.41,Other / Uncategorized,Unclassified,none
ASSEMBLED 40X24X28~ IT-62070-1 CL70 70 285 MIN,ASSEMBLED 40X24X28~ IT-62070-1 CL70 70 285 MIN,1,173.02,Other / Uncategorized,Unclassified,none
ASSEMBLED IT-062070-1 CL70 70 268 MIN,ASSEMBLED IT-062070-1 CL70 70 268 MIN,1,226.29,Other / Uncategorized,Unclassified,none
ASSEMBLED IT-62070-1 CL70 40X24X28 70 328 29.65,ASSEMBLED IT-62070-1 CL70 40X24X28 70 328 29.65,1,97.25,Other / Uncategorized,Unclassified,none
ATDL ATTEMPTED TENDER,ATDL ATTEMPTED TENDER,1,75.0,Other / Uncategorized,Unclassified,none
ATDL ATTEMPTED TENDER UA,ATDL ATTEMPTED TENDER UA,1,45.0,Other / Uncategorized,Unclassified,none
ATPU ATTEMPTED PICKUP,ATPU ATTEMPTED PICKUP,5,600.0,Administrative & Service Fees,Pickup Service,rule
ATPU ATTEMPTED PICKUP X 2 2.000 75.0000,ATPU ATTEMPTED PICKUP X 2 2.000 75.0000,1,150.0,Administrative & Service Fees,Pickup Service,rule
ATPU ATTEMPTED RECOVERY,ATPU ATTEMPTED RECOVERY,3,135.0,Accessorial / Delivery Surcharge,Delivery Area Surcharge (DAS),tfidf_fallback
AWB,AWB,45,191.25,Other / Uncategorized,Unclassified,none
AWB (Air waybill),AWB (Air waybill),2,36.989999999999995,Other / Uncategorized,Unclassified,none
AWB Revalidation,AWB Revalidation,1,22.05,Other / Uncategorized,Unclassified,none
AXP DECLARATION,AXP DECLARATION,10,640.0,Administrative & Service Fees,Declared Value / Insurance,tfidf_fallback
Accessorial,46.16 DEFICIT WGT. CHARGE 70 3,1,1.38,Other / Uncategorized,Unclassified,none
Accessorial,46.16 DEFICIT WGT. CHARGE 70 8,1,3.69,Other / Uncategorized,Unclassified,none
Accessorial,AMS Fee,1,50.0,Other / Uncategorized,Unclassified,none
Accessorial,APT APPOINTMENT,19,945.0,Other / Uncategorized,Unclassified,none
Accessorial,Address Correction 2nd Day Air,44,627.29,Accessorial / Delivery Surcharge,Address Correction,rule
Accessorial,Address Correction 3 Day Select,5,82.05,Accessorial / Delivery Surcharge,Address Correction,rule
Accessorial,Address Correction Expedited,3,65.64,Accessorial / Delivery Surcharge,Address Correction,rule
Accessorial,Address Correction Express,7,121.35,Accessorial / Delivery Surcharge,Address Correction,rule
Accessorial,Address Correction Fuel Surcharge,596,1871.37,Fuel Surcharge,Fuel Surcharge Correction,rule
Accessorial,Address Correction Next Day Air,34,459.4,Accessorial / Delivery Surcharge,Address Correction,rule
Accessorial,Address Correction Next Day Air Saver,1,16.41,Accessorial / Delivery Surcharge,Address Correction,rule
Accessorial,Address Correction Standard,1,31.44,Accessorial / Delivery Surcharge,Address Correction,rule
Accessorial,Address Correction Worldwide Saver,4,65.64,Accessorial / Delivery Surcharge,Address Correction,rule
Accessorial,Airway Bill (AWB) Fee,16,1320.0,Other / Uncategorized,Unclassified,none
Accessorial,BEFORE HOURS PICK UP CHARGE,3,525.0,Administrative & Service Fees,Pickup Service,tfidf_fallback
Accessorial,CANADIAN BORDER PROCESSING FEE,1,15.0,Taxes & Customs,Customs / Brokerage,tfidf_fallback
Accessorial,CBI INSPECTION OF SHIPMENT FEE,11,140.0,Administrative & Service Fees,Billing Adjustment / Correction,tfidf_fallback
Accessorial,CBL BILL OF LADING CORRECTION,2,20.0,Fuel Surcharge,Fuel Surcharge Correction,tfidf_fallback
Accessorial,CBR REWEIGH OF SHIPMENT FEE,10,143.0,Other / Uncategorized,Unclassified,none
Accessorial,CCS CALIFORNIA COMPLIANCE SURCHARGE,52,1404.0,Accessorial / Delivery Surcharge,Demand / Peak Surcharge,tfidf_fallback
Accessorial,CIB CUSTOMS INBOND U.S. M,2,401.0,Taxes & Customs,Customs / Brokerage,rule
Accessorial,COMPLIANCE SURCHARGE FLAT,46,644.0,Accessorial / Delivery Surcharge,Demand / Peak Surcharge,tfidf_fallback
Accessorial,Cargo Screening/X-Ray,38,2539.24,Accessorial / Delivery Surcharge,Security Surcharge,rule
Accessorial,Customs Clearance/Entry Fee,28,1270.0,Taxes & Customs,Customs / Brokerage,rule
Accessorial,Customs Processing and Admin Fees,6,30.0,Taxes & Customs,Customs / Brokerage,rule
Accessorial,Customs Processing and Admin Fees DIMENSIONS: 40 X 48 X 30 DAY AND ROSS FB# A11133503 P o # A11133503,1,5.0,Taxes & Customs,Customs / Brokerage,rule
Accessorial,Customs Processing and Admin Fees GENERAL LEDGER# 124-3785-64420,1,5.0,Taxes & Customs,Customs / Brokerage,rule
Accessorial,Customs Processing and Admin Fees ,1,5.0,Taxes & Customs,Customs / Brokerage,rule
Accessorial,DC VA METRO CHARGE FLAT,8,496.0,Other / Uncategorized,Unclassified,none
Accessorial,DEFICIT 170 2052,1,34.88,Other / Uncategorized,Unclassified,none
Accessorial,DEFICIT 95 3192,1,30.32,Other / Uncategorized,Unclassified,none
Accessorial,DEFICIT WGT ADDED TO RATE AS 1;000 100 330.97,1,330.97,Other / Uncategorized,Unclassified,none
Accessorial,DEFICIT WGT ADDED TO RATE AS 1;000 29 107.35,1,31.13,Other / Uncategorized,Unclassified,none
Accessorial,DEFICIT WGT ADDED TO RATE AS 1;000 6 114.39,1,6.86,Other / Uncategorized,Unclassified,none
Accessorial,DEFICIT WGT ADDED TO RATE AS 5;000 949 73.03,1,693.05,Other / Uncategorized,Unclassified,none
Accessorial,DEFICIT WGT. CHARGE 125 46 35.62,1,16.39,Other / Uncategorized,Unclassified,none
Accessorial,DEFICIT WGT. CHARGE 125 60 23.20,1,13.92,Other / Uncategorized,Unclassified,none
Accessorial,DEFICIT WGT. CHARGE 250 35 60.53,1,21.19,Other / Uncategorized,Unclassified,none
Accessorial,DEFICIT WGT. CHARGE 250 40 46.46,1,18.58,Other / Uncategorized,Unclassified,none
Accessorial,DEFICIT WGT. CHARGE 50 70 26.77,1,18.74,Other / Uncategorized,Unclassified,none
Accessorial,DEFICIT WGT. CHARGE 50 812 17.70,1,143.72,Other / Uncategorized,Unclassified,none
Accessorial,DEFICIT WGT. CHARGE 55 160 17.56,1,28.1,Other / Uncategorized,Unclassified,none
Accessorial,DEFICIT WGT. CHARGE 55 49 17.56,1,8.6,Other / Uncategorized,Unclassified,none
Accessorial,DEFICIT WGT. CHARGE 60 5 26.74,1,1.34,Other / Uncategorized,Unclassified,none
Accessorial,DEFICIT WGT. CHARGE 60 55 25.13,1,13.82,Other / Uncategorized,Unclassified,none
Accessorial,DEFICIT WGT. CHARGE 60 89 23.51,1,20.92,Other / Uncategorized,Unclassified,none
Accessorial,DEFICIT WGT. CHARGE 70 10 39.78,1,3.98,Other / Uncategorized,Unclassified,none
Accessorial,DEFICIT WGT. CHARGE 70 10 44.08,1,4.41,Other / Uncategorized,Unclassified,none
Accessorial,DEFICIT WGT. CHARGE 70 100 24.73,1,24.73,Other / Uncategorized,Unclassified,none
Accessorial,DEFICIT WGT. CHARGE 70 102 17.60,1,17.95,Other / Uncategorized,Unclassified,none
Accessorial,DEFICIT WGT. CHARGE 70 105 17.60,2,36.96,Other / Uncategorized,Unclassified,none
Accessorial,DEFICIT WGT. CHARGE 70 105 25.68,1,26.96,Other / Uncategorized,Unclassified,none
Accessorial,DEFICIT WGT. CHARGE 70 105 38.56,1,40.49,Other / Uncategorized,Unclassified,none
Accessorial,DEFICIT WGT. CHARGE 70 108 34.77,1,37.55,Other / Uncategorized,Unclassified,none
Accessorial,DEFICIT WGT. CHARGE 70 110 23.75,1,26.13,Other / Uncategorized,Unclassified,none
Accessorial,DEFICIT WGT. CHARGE 70 12 29.55,1,3.55,Other / Uncategorized,Unclassified,none
Accessorial,DEFICIT WGT. CHARGE 70 12 44.84,1,5.38,Other / Uncategorized,Unclassified,none
Accessorial,DEFICIT WGT. CHARGE 70 120 35.16,1,42.19,Other / Uncategorized,Unclassified,none
Accessorial,DEFICIT WGT. CHARGE 70 123 30.29,1,37.26,Other / Uncategorized,Unclassified,none
Accessorial,DEFICIT WGT. CHARGE 70 125 13.97,1,17.46,Other / Uncategorized,Unclassified,none
Accessorial,DEFICIT WGT. CHARGE 70 127 48.37,1,61.43,Other / Uncategorized,Unclassified,none
Accessorial,DEFICIT WGT. CHARGE 70 128 25.35,1,32.45,Other / Uncategorized,Unclassified,none
Accessorial,DEFICIT WGT. CHARGE 70 136 48.37,1,65.78,Other / Uncategorized,Unclassified,none
Accessorial,DEFICIT WGT. CHARGE 70 145 34.77,1,50.42,Other / Uncategorized,Unclassified,none
Accessorial,DEFICIT WGT. CHARGE 70 146 28.20,1,41.17,Other / Uncategorized,Unclassified,none
Accessorial,DEFICIT WGT. CHARGE 70 150 21.25,1,31.88,Other / Uncategorized,Unclassified,none
Accessorial,DEFICIT WGT. CHARGE 70 168 25.28,1,42.47,Other / Uncategorized,Unclassified,none
Accessorial,DEFICIT WGT. CHARGE 70 170 14.95,1,25.42,Other / Uncategorized,Unclassified,none
Accessorial,DEFICIT WGT. CHARGE 70 18 34.29,1,6.17,Other / Uncategorized,Unclassified,none
Accessorial,DEFICIT WGT. CHARGE 70 182 17.59,1,32.01,Other / Uncategorized,Unclassified,none
Accessorial,DEFICIT WGT. CHARGE 70 196 30.13,1,59.05,Other / Uncategorized,Unclassified,none
Accessorial,DEFICIT WGT. CHARGE 70 197 30.85,1,60.77,Other / Uncategorized,Unclassified,none
Accessorial,DEFICIT WGT. CHARGE 70 2 48.74,1,0.97,Other / Uncategorized,Unclassified,none
Accessorial,DEFICIT WGT. CHARGE 70 20 17.60,1,3.52,Other / Uncategorized,Unclassified,none
Accessorial,DEFICIT WGT. CHARGE 70 20 28.66,1,5.73,Other / Uncategorized,Unclassified,none
Accessorial,DEFICIT WGT. CHARGE 70 200 25.28,1,50.56,Other / Uncategorized,Unclassified,none
Accessorial,DEFICIT WGT. CHARGE 70 203 31.21,1,63.36,Other / Uncategorized,Unclassified,none
Accessorial,DEFICIT WGT. CHARGE 70 204 30.85,1,62.93,Other / Uncategorized,Unclassified,none
Accessorial,DEFICIT WGT. CHARGE 70 21 24.24,1,5.09,Other / Uncategorized,Unclassified,none
Accessorial,DEFICIT WGT. CHARGE 70 216 19.80,1,42.77,Other / Uncategorized,Unclassified,none
Accessorial,DEFICIT WGT. CHARGE 70 220 24.37,1,53.61,Other / Uncategorized,Unclassified,none
Accessorial,DEFICIT WGT. CHARGE 70 250 17.60,1,44.0,Other / Uncategorized,Unclassified,none
Accessorial,DEFICIT WGT. CHARGE 70 259 28.20,1,73.04,Other / Uncategorized,Unclassified,none
Accessorial,DEFICIT WGT. CHARGE 70 26 38.01,1,9.88,Other / Uncategorized,Unclassified,none
Accessorial,DEFICIT WGT. CHARGE 70 28 24.15,1,6.76,Other / Uncategorized,Unclassified,none
Accessorial,DEFICIT WGT. CHARGE 70 29 25.70,1,7.45,Other / Uncategorized,Unclassified,none
Accessorial,DEFICIT WGT. CHARGE 70 298 40.67,1,121.2,Other / Uncategorized,Unclassified,none
Accessorial,DEFICIT WGT. CHARGE 70 30 27.63,1,8.29,Other / Uncategorized,Unclassified,none
Accessorial,DEFICIT WGT. CHARGE 70 31 27.76,1,8.61,Other / Uncategorized,Unclassified,none
Accessorial,DEFICIT WGT. CHARGE 70 32 19.00,1,6.08,Other / Uncategorized,Unclassified,none
Accessorial,DEFICIT WGT. CHARGE 70 36 59.56,1,21.44,Other / Uncategorized,Unclassified,none
Accessorial,DEFICIT WGT. CHARGE 70 40 23.58,1,9.43,Other / Uncategorized,Unclassified,none
Accessorial,DEFICIT WGT. CHARGE 70 40 41.64,1,16.66,Other / Uncategorized,Unclassified,none
Accessorial,DEFICIT WGT. CHARGE 70 40 50.72,1,20.29,Other / Uncategorized,Unclassified,none
Accessorial,DEFICIT WGT. CHARGE 70 41 11.87,1,4.87,Other / Uncategorized,Unclassified,none
Accessorial,DEFICIT WGT. CHARGE 70 455 26.53,1,120.71,Other / Uncategorized,Unclassified,none
Accessorial,DEFICIT WGT. CHARGE 70 460 22.12,1,101.75,Other / Uncategorized,Unclassified,none
Accessorial,DEFICIT WGT. CHARGE 70 47 42.10,1,19.79,Other / Uncategorized,Unclassified,none
Accessorial,DEFICIT WGT. CHARGE 70 47 59.56,1,27.99,Other / Uncategorized,Unclassified,none
Accessorial,DEFICIT WGT. CHARGE 70 5 46.16,1,2.31,Other / Uncategorized,Unclassified,none
Accessorial,DEFICIT WGT. CHARGE 70 50 29.55,1,14.78,Other / Uncategorized,Unclassified,none
Accessorial,DEFICIT WGT. CHARGE 70 509 25.34,1,128.98,Other / Uncategorized,Unclassified,none
Accessorial,DEFICIT WGT. CHARGE 70 55 16.18,1,8.9,Other / Uncategorized,Unclassified,none
Accessorial,DEFICIT WGT. CHARGE 70 55 24.79,1,13.63,Other / Uncategorized,Unclassified,none
Accessorial,DEFICIT WGT. CHARGE 70 55 27.76,1,15.27,Other / Uncategorized,Unclassified,none
Accessorial,DEFICIT WGT. CHARGE 70 55 29.18,1,16.05,Other / Uncategorized,Unclassified,none
Accessorial,DEFICIT WGT. CHARGE 70 550 17.00,1,93.5,Other / Uncategorized,Unclassified,none
Accessorial,DEFICIT WGT. CHARGE 70 58 17.60,1,10.21,Other / Uncategorized,Unclassified,none
Accessorial,DEFICIT WGT. CHARGE 70 59 24.70,1,14.57,Other / Uncategorized,Unclassified,none
Accessorial,DEFICIT WGT. CHARGE 70 60 42.10,1,25.26,Other / Uncategorized,Unclassified,none
Accessorial,DEFICIT WGT. CHARGE 70 600 22.12,1,132.72,Other / Uncategorized,Unclassified,none
Accessorial,DEFICIT WGT. CHARGE 70 62 46.16,1,28.62,Other / Uncategorized,Unclassified,none
Accessorial,DEFICIT WGT. CHARGE 70 65 17.60,1,11.44,Other / Uncategorized,Unclassified,none
Accessorial,DEFICIT WGT. CHARGE 70 66 38.56,1,25.45,Other / Uncategorized,Unclassified,none
Accessorial,DEFICIT WGT. CHARGE 70 68 56.83,1,38.64,Other / Uncategorized,Unclassified,none
Accessorial,DEFICIT WGT. CHARGE 70 690 17.00,1,117.3,Other / Uncategorized,Unclassified,none
Accessorial,DEFICIT WGT. CHARGE 70 7 47.96,1,3.36,Other / Uncategorized,Unclassified,none
Accessorial,DEFICIT WGT. CHARGE 70 72 24.94,1,17.96,Other / Uncategorized,Unclassified,none
Accessorial,DEFICIT WGT. CHARGE 70 72 38.45,1,27.68,Other / Uncategorized,Unclassified,none
Accessorial,DEFICIT WGT. CHARGE 70 73 42.10,1,30.73,Other / Uncategorized,Unclassified,none
Accessorial,DEFICIT WGT. CHARGE 70 74 29.65,1,21.94,Other / Uncategorized,Unclassified,none
Accessorial,DEFICIT WGT. CHARGE 70 75 17.60,1,13.2,Other / Uncategorized,Unclassified,none
Accessorial,DEFICIT WGT. CHARGE 70 75 27.60,1,20.7,Other / Uncategorized,Unclassified,none
Accessorial,DEFICIT WGT. CHARGE 70 76 21.87,1,16.62,Other / Uncategorized,Unclassified,none
Accessorial,DEFICIT WGT. CHARGE 70 79 50.72,1,40.07,Other / Uncategorized,Unclassified,none
Accessorial,DEFICIT WGT. CHARGE 70 82 45.50,1,37.31,Other / Uncategorized,Unclassified,none
Accessorial,DEFICIT WGT. CHARGE 70 83 36.98,1,30.69,Other / Uncategorized,Unclassified,none
Accessorial,DEFICIT WGT. CHARGE 70 85 26.47,1,22.5,Other / Uncategorized,Unclassified,none
Accessorial,DEFICIT WGT. CHARGE 70 85 34.22,1,29.09,Other / Uncategorized,Unclassified,none
Accessorial,DEFICIT WGT. CHARGE 70 86 29.65,1,25.5,Other / Uncategorized,Unclassified,none
Accessorial,DEFICIT WGT. CHARGE 70 9 35.16,1,3.16,Other / Uncategorized,Unclassified,none
Accessorial,DEFICIT WGT. CHARGE 70 90 17.60,1,15.84,Other / Uncategorized,Unclassified,none
Accessorial,DEFICIT WGT. CHARGE 70 95 38.23,1,36.32,Other / Uncategorized,Unclassified,none
Accessorial,DEFICIT WGT. CHARGE 70 950 22.12,1,210.14,Other / Uncategorized,Unclassified,none
Accessorial,DEFICIT WGT. CHARGE 70 96 25.67,1,24.64,Other / Uncategorized,Unclassified,none
Accessorial,DEFICIT WGT. CHARGE 70 98 26.47,1,25.94,Other / Uncategorized,Unclassified,none
Accessorial,DEFICIT WGT. CHARGE 85 110 13.98,1,15.38,Other / Uncategorized,Unclassified,none
Accessorial,DELMARVA PENINSULA ARBITRARY FLAT,2,124.0,Other / Uncategorized,Unclassified,none
Accessorial,DET - CHARGE FOR DETENTION OF EQUIPMENT FLAT,10,1419.71,Other / Uncategorized,Unclassified,none
Accessorial,DID DEST INSIDE DELIVERY,2,60.0,Accessorial / Delivery Surcharge,Delivery Area Surcharge (DAS),tfidf_fallback
Accessorial,DLA DEST LIMITED ACCESS DELIVERY,3,225.0,Accessorial / Delivery Surcharge,Delivery Area Surcharge (DAS),tfidf_fallback
Accessorial,DLA DEST LIMITED ACCESS DELIVERY M,1,180.0,Accessorial / Delivery Surcharge,Delivery Area Surcharge (DAS),tfidf_fallback
Accessorial,DLG DEST LIFTGATE HAND-UNLOAD,47,2540.0,Accessorial / Delivery Surcharge,Additional Handling,rule
Accessorial,DMS GOVT AIRPORT MINE GAS OIL DLVRY,8,380.0,Other / Uncategorized,Unclassified,none
Accessorial,DST DEST STORAGE,3,348.75,Administrative & Service Fees,Package Handling / Storage,rule
Accessorial,DWD DEST DETENTION WITH POWER,5,673.5,Other / Uncategorized,Unclassified,none
Accessorial,DWD DEST DETENTION WITH POWER M,1,144.5,Other / Uncategorized,Unclassified,none
Accessorial,Destination Handling Fee,1,42.78,Accessorial / Delivery Surcharge,Additional Handling,tfidf_fallback
Accessorial,Destination Terminal Handling,5,187.8,Accessorial / Delivery Surcharge,Additional Handling,tfidf_fallback
Accessorial,Destination Terminal Handling (DTHC),22,3303.37,Accessorial / Delivery Surcharge,Additional Handling,tfidf_fallback
Accessorial,Destination Transfer Fee,3,822.0,Other / Uncategorized,Unclassified,none
Accessorial,Detention,1,97.0,Accessorial / Delivery Surcharge,Residential Delivery/Surcharge,tfidf_fallback
Accessorial,ELS Excess Ln 116.0X00.00X00.00,1,200.0,Other / Uncategorized,Unclassified,none
Accessorial,ELS Excess Ln 120.0X00.00X00.00,1,200.0,Other / Uncategorized,Unclassified,none
Accessorial,Export Clearance,11,778.2,Line Haul / Base Transportation,International / Export / Import Freight,rule
Accessorial,FLAT LIMITED ACCESS CHARGE,2,107.64,Other / Uncategorized,Unclassified,none
Accessorial,FLAT NWCARBEA SURCHARGE,1,8.0,Accessorial / Delivery Surcharge,Delivery Area Surcharge (DAS),tfidf_fallback
Accessorial,FULL VALUE INSURANCE MIN,1,53.0,Administrative & Service Fees,Declared Value / Insurance,tfidf_fallback
Accessorial,Farm/Country Club/Estate P/U Fee,1,25.0,Other / Uncategorized,Unclassified,none
Accessorial,HAZARDOUS MATERIALS CHARGE,1,30.0,Other / Uncategorized,Unclassified,none
Accessorial,HCD HIGH COST DELIVERY REGION SRCHG,1,297.0,Accessorial / Delivery Surcharge,Delivery Area Surcharge (DAS),tfidf_fallback
Accessorial,HOME PICKUP CHARGE,2,110.0,Administrative & Service Fees,Pickup Service,rule
Accessorial,HOME PICKUP CHARGE 8303859641 ,1,55.0,Administrative & Service Fees,Pickup Service,rule
Accessorial,HOUSE/RESIDENTIAL DELIVERY FEE,1,55.0,Accessorial / Delivery Surcharge,Residential Delivery/Surcharge,rule
Accessorial,Hawaii Ocean Fuel Surcharge,1,193.49,Fuel Surcharge,Domestic Fuel Surcharge,rule
Accessorial,INSIDE DELIVERY CHARGE 10.00,1,160.5,Accessorial / Delivery Surcharge,Delivery Area Surcharge (DAS),tfidf_fallback
Accessorial,INSIDE DELIVERY CHARGE MIN,12,1476.0,Accessorial / Delivery Surcharge,Delivery Area Surcharge (DAS),tfidf_fallback
Accessorial,INSPECTION FEE,28,1120.0,Fuel Surcharge,Fuel Surcharge Correction,tfidf_fallback
Accessorial,INSPECTION FEE ,1,40.0,Fuel Surcharge,Fuel Surcharge Correction,tfidf_fallback
Accessorial,IST IN-BOND STORAGE,1,603.5,Administrative & Service Fees,Package Handling / Storage,rule
Accessorial,LIFTGATE DELIVERY CHARGE,6,150.0,Accessorial / Delivery Surcharge,Additional Handling,rule
Accessorial,LIFTGATE DELIVERY CHARGE NO APPOINTMENT CHARGE,1,25.0,Accessorial / Delivery Surcharge,Additional Handling,rule
Accessorial,LIFTGATE DELIVERY CHARGE UNATTENDED DELIVERY ,1,25.0,Accessorial / Delivery Surcharge,Additional Handling,rule
Accessorial,LIFTGATE DELIVERY FLAT,30,2340.0,Accessorial / Delivery Surcharge,Additional Handling,rule
Accessorial,LIFTGATE REQUIRED @P/U FEE,2,50.0,Accessorial / Delivery Surcharge,Additional Handling,rule
Accessorial,LIMITED ACCESS,1,25.0,Other / Uncategorized,Unclassified,none
Accessorial,LIMITED ACCESS CHARGE FLAT,57,3067.7400000000002,Other / Uncategorized,Unclassified,none
Accessorial,Layover Charge,1,325.0,Other / Uncategorized,Unclassified,none
Accessorial,NEW YORK METRO CHARGE FLAT,22,913.2900000000001,Other / Uncategorized,Unclassified,none
Accessorial,NOTIFICATION / SUSPENSION OF SVC CHARGE FLAT,10,107.6,Other / Uncategorized,Unclassified,none
Accessorial,NOTIFICATION CHARGES FLAT,15,161.4,Taxes & Customs,Customs / Brokerage,tfidf_fallback
Accessorial,NWCARBEA SURCHARGE 3665 MAXIMUM,1,214.0,Accessorial / Delivery Surcharge,Delivery Area Surcharge (DAS),tfidf_fallback
Accessorial,NWCARBEA SURCHARGE 3923 FLAT,1,8.0,Accessorial / Delivery Surcharge,Delivery Area Surcharge (DAS),tfidf_fallback
Accessorial,NWCARBEA SURCHARGE 833 FLAT,1,8.0,Accessorial / Delivery Surcharge,Delivery Area Surcharge (DAS),tfidf_fallback
Accessorial,NWCARBEA SURCHARGE FLAT,1,8.0,Accessorial / Delivery Surcharge,Delivery Area Surcharge (DAS),tfidf_fallback
Accessorial,NWCARBEA SURCHARGE MAXIMUM,1,214.0,Accessorial / Delivery Surcharge,Delivery Area Surcharge (DAS),tfidf_fallback
Accessorial,NWCARBEA SURCHARGE MIN,4,188.0,Accessorial / Delivery Surcharge,Delivery Area Surcharge (DAS),tfidf_fallback
Accessorial,NYC TOLLING DISTRICT CHARGE FLAT,3,27.0,Other / Uncategorized,Unclassified,none
Accessorial,ODD ORIG DETENTION WITH POWER,44,662.79,Other / Uncategorized,Unclassified,none
Accessorial,OLG ORIG LIFTGATE HAND-UNLOAD,1,75.0,Accessorial / Delivery Surcharge,Additional Handling,rule
Accessorial,OLG ORIG LIFTGATE HAND-UNLOAD M,1,259.0,Accessorial / Delivery Surcharge,Additional Handling,rule
Accessorial,OST ORIG STORAGE,1,139.5,Administrative & Service Fees,Package Handling / Storage,rule
